,tile_ID,geometry,position
30,30,"POLYGON ((-74.0157808650558 40.72820489916835, -74.0157808650558 40.73160858818412, -74.01128928863521 40.73160858818412, -74.01128928863521 40.72820489916835, -74.0157808650558 40.72820489916835))","[7, 13]"
31,31,"POLYGON ((-74.0157808650558 40.73160858818412, -74.0157808650558 40.7350121030968, -74.01128928863521 40.7350121030968, -74.01128928863521 40.73160858818412, -74.0157808650558 40.73160858818412))","[7, 14]"
32,32,"POLYGON ((-74.0157808650558 40.73841544390331, -74.0157808650558 40.74181861060052, -74.01128928863521 40.74181861060052, -74.01128928863521 40.73841544390331, -74.0157808650558 40.73841544390331))","[7, 16]"
33,33,"POLYGON ((-74.0157808650558 40.74181861060052, -74.0157808650558 40.74522160318534, -74.01128928863521 40.74522160318534, -74.01128928863521 40.74181861060052, -74.0157808650558 40.74181861060052))","[7, 17]"
34,34,"POLYGON ((-74.0157808650558 40.74522160318534, -74.0157808650558 40.7486244216547, -74.01128928863521 40.7486244216547, -74.01128928863521 40.74522160318534, -74.0157808650558 40.74522160318534))","[7, 18]"
35,35,"POLYGON ((-74.0157808650558 40.7486244216547, -74.0157808650558 40.75202706600547, -74.01128928863521 40.75202706600547, -74.01128928863521 40.7486244216547, -74.0157808650558 40.7486244216547))","[7, 19]"
36,36,"POLYGON ((-74.01128928863521 40.69756386390123, -74.01128928863521 40.70096911970464, -74.00679771221461 40.70096911970464, -74.00679771221461 40.69756386390123, -74.01128928863521 40.69756386390123))","[8, 4]"
37,37,"POLYGON ((-74.01128928863521 40.70096911970464, -74.01128928863521 40.70437420143299, -74.00679771221461 40.70437420143299, -74.00679771221461 40.70096911970464, -74.01128928863521 40.70096911970464))","[8, 5]"
38,38,"POLYGON ((-74.01128928863521 40.70437420143299, -74.01128928863521 40.7077791090832, -74.00679771221461 40.7077791090832, -74.00679771221461 40.70437420143299, -74.01128928863521 40.70437420143299))","[8, 6]"
39,39,"POLYGON ((-74.01128928863521 40.7077791090832, -74.01128928863521 40.71118384265213, -74.00679771221461 40.71118384265213, -74.00679771221461 40.7077791090832, -74.01128928863521 40.7077791090832))","[8, 7]"
40,40,"POLYGON ((-74.01128928863521 40.71118384265213, -74.01128928863521 40.71458840213665, -74.00679771221461 40.71458840213665, -74.00679771221461 40.71118384265213, -74.01128928863521 40.71118384265213))","[8, 8]"
41,41,"POLYGON ((-74.01128928863521 40.71458840213665, -74.01128928863521 40.71799278753365, -74.00679771221461 40.71799278753365, -74.00679771221461 40.71458840213665, -74.01128928863521 40.71458840213665))","[8, 9]"
42,42,"POLYGON ((-74.01128928863521 40.71799278753365, -74.01128928863521 40.72139699884001, -74.00679771221461 40.72139699884001, -74.00679771221461 40.71799278753365, -74.01128928863521 40.71799278753365))","[8, 10]"
43,43,"POLYGON ((-74.01128928863521 40.72139699884001, -74.01128928863521 40.72480103605261, -74.00679771221461 40.72480103605261, -74.00679771221461 40.72139699884001, -74.01128928863521 40.72139699884001))","[8, 11]"
44,44,"POLYGON ((-74.01128928863521 40.72480103605261, -74.01128928863521 40.72820489916835, -74.00679771221461 40.72820489916835, -74.00679771221461 40.72480103605261, -74.01128928863521 40.72480103605261))","[8, 12]"
45,45,"POLYGON ((-74.01128928863521 40.72820489916835, -74.01128928863521 40.73160858818412, -74.00679771221461 40.73160858818412, -74.00679771221461 40.72820489916835, -74.01128928863521 40.72820489916835))","[8, 13]"
46,46,"POLYGON ((-74.01128928863521 40.73160858818412, -74.01128928863521 40.7350121030968, -74.00679771221461 40.7350121030968, -74.00679771221461 40.73160858818412, -74.01128928863521 40.73160858818412))","[8, 14]"
47,47,"POLYGON ((-74.01128928863521 40.7350121030968, -74.01128928863521 40.73841544390331, -74.00679771221461 40.73841544390331, -74.00679771221461 40.7350121030968, -74.01128928863521 40.7350121030968))","[8, 15]"
48,48,"POLYGON ((-74.01128928863521 40.73841544390331, -74.01128928863521 40.74181861060052, -74.00679771221461 40.74181861060052, -74.00679771221461 40.73841544390331, -74.01128928863521 40.73841544390331))","[8, 16]"
49,49,"POLYGON ((-74.01128928863521 40.74181861060052, -74.01128928863521 40.74522160318534, -74.00679771221461 40.74522160318534, -74.00679771221461 40.74181861060052, -74.01128928863521 40.74181861060052))","[8, 17]"
50,50,"POLYGON ((-74.01128928863521 40.74522160318534, -74.01128928863521 40.7486244216547, -74.00679771221461 40.7486244216547, -74.00679771221461 40.74522160318534, -74.01128928863521 40.74522160318534))","[8, 18]"
51,51,"POLYGON ((-74.01128928863521 40.7486244216547, -74.01128928863521 40.75202706600547, -74.00679771221461 40.75202706600547, -74.00679771221461 40.7486244216547, -74.01128928863521 40.7486244216547))","[8, 19]"
52,52,"POLYGON ((-74.01128928863521 40.75202706600547, -74.01128928863521 40.75542953623459, -74.00679771221461 40.75542953623459, -74.00679771221461 40.75202706600547, -74.01128928863521 40.75202706600547))","[8, 20]"
53,53,"POLYGON ((-74.01128928863521 40.75542953623459, -74.01128928863521 40.75883183233896, -74.00679771221461 40.75883183233896, -74.00679771221461 40.75542953623459, -74.01128928863521 40.75542953623459))","[8, 21]"
54,54,"POLYGON ((-74.01128928863521 40.75883183233896, -74.01128928863521 40.76223395431548, -74.00679771221461 40.76223395431548, -74.00679771221461 40.75883183233896, -74.01128928863521 40.75883183233896))","[8, 22]"
55,55,"POLYGON ((-74.00679771221461 40.70096911970464, -74.00679771221461 40.70437420143299, -74.00230613579402 40.70437420143299, -74.00230613579402 40.70096911970464, -74.00679771221461 40.70096911970464))","[9, 5]"
56,56,"POLYGON ((-74.00679771221461 40.70437420143299, -74.00679771221461 40.7077791090832, -74.00230613579402 40.7077791090832, -74.00230613579402 40.70437420143299, -74.00679771221461 40.70437420143299))","[9, 6]"
57,57,"POLYGON ((-74.00679771221461 40.7077791090832, -74.00679771221461 40.71118384265213, -74.00230613579402 40.71118384265213, -74.00230613579402 40.7077791090832, -74.00679771221461 40.7077791090832))","[9, 7]"
58,58,"POLYGON ((-74.00679771221461 40.71118384265213, -74.00679771221461 40.71458840213665, -74.00230613579402 40.71458840213665, -74.00230613579402 40.71118384265213, -74.00679771221461 40.71118384265213))","[9, 8]"
59,59,"POLYGON ((-74.00679771221461 40.71458840213665, -74.00679771221461 40.71799278753365, -74.00230613579402 40.71799278753365, -74.00230613579402 40.71458840213665, -74.00679771221461 40.71458840213665))","[9, 9]"
60,60,"POLYGON ((-74.00679771221461 40.71799278753365, -74.00679771221461 40.72139699884001, -74.00230613579402 40.72139699884001, -74.00230613579402 40.71799278753365, -74.00679771221461 40.71799278753365))","[9, 10]"
61,61,"POLYGON ((-74.00679771221461 40.72139699884001, -74.00679771221461 40.72480103605261, -74.00230613579402 40.72480103605261, -74.00230613579402 40.72139699884001, -74.00679771221461 40.72139699884001))","[9, 11]"
62,62,"POLYGON ((-74.00679771221461 40.72480103605261, -74.00679771221461 40.72820489916835, -74.00230613579402 40.72820489916835, -74.00230613579402 40.72480103605261, -74.00679771221461 40.72480103605261))","[9, 12]"
63,63,"POLYGON ((-74.00679771221461 40.72820489916835, -74.00679771221461 40.73160858818412, -74.00230613579402 40.73160858818412, -74.00230613579402 40.72820489916835, -74.00679771221461 40.72820489916835))","[9, 13]"
64,64,"POLYGON ((-74.00679771221461 40.73160858818412, -74.00679771221461 40.7350121030968, -74.00230613579402 40.7350121030968, -74.00230613579402 40.73160858818412, -74.00679771221461 40.73160858818412))","[9, 14]"
65,65,"POLYGON ((-74.00679771221461 40.7350121030968, -74.00679771221461 40.73841544390331, -74.00230613579402 40.73841544390331, -74.00230613579402 40.7350121030968, -74.00679771221461 40.7350121030968))","[9, 15]"
66,66,"POLYGON ((-74.00679771221461 40.73841544390331, -74.00679771221461 40.74181861060052, -74.00230613579402 40.74181861060052, -74.00230613579402 40.73841544390331, -74.00679771221461 40.73841544390331))","[9, 16]"
67,67,"POLYGON ((-74.00679771221461 40.74181861060052, -74.00679771221461 40.74522160318534, -74.00230613579402 40.74522160318534, -74.00230613579402 40.74181861060052, -74.00679771221461 40.74181861060052))","[9, 17]"
68,68,"POLYGON ((-74.00679771221461 40.74522160318534, -74.00679771221461 40.7486244216547, -74.00230613579402 40.7486244216547, -74.00230613579402 40.74522160318534, -74.00679771221461 40.74522160318534))","[9, 18]"
69,69,"POLYGON ((-74.00679771221461 40.7486244216547, -74.00679771221461 40.75202706600547, -74.00230613579402 40.75202706600547, -74.00230613579402 40.7486244216547, -74.00679771221461 40.7486244216547))","[9, 19]"
70,70,"POLYGON ((-74.00679771221461 40.75202706600547, -74.00679771221461 40.75542953623459, -74.00230613579402 40.75542953623459, -74.00230613579402 40.75202706600547, -74.00679771221461 40.75202706600547))","[9, 20]"
71,71,"POLYGON ((-74.00679771221461 40.75542953623459, -74.00679771221461 40.75883183233896, -74.00230613579402 40.75883183233896, -74.00230613579402 40.75542953623459, -74.00679771221461 40.75542953623459))","[9, 21]"
72,72,"POLYGON ((-74.00679771221461 40.75883183233896, -74.00679771221461 40.76223395431548, -74.00230613579402 40.76223395431548, -74.00230613579402 40.75883183233896, -74.00679771221461 40.75883183233896))","[9, 22]"
73,73,"POLYGON ((-74.00679771221461 40.76223395431548, -74.00679771221461 40.76563590216109, -74.00230613579402 40.76563590216109, -74.00230613579402 40.76223395431548, -74.00679771221461 40.76223395431548))","[9, 23]"
74,74,"POLYGON ((-74.00679771221461 40.76563590216109, -74.00679771221461 40.7690376758727, -74.00230613579402 40.7690376758727, -74.00230613579402 40.76563590216109, -74.00679771221461 40.76563590216109))","[9, 24]"
75,75,"POLYGON ((-74.00230613579402 40.70437420143299, -74.00230613579402 40.7077791090832, -73.99781455937341 40.7077791090832, -73.99781455937341 40.70437420143299, -74.00230613579402 40.70437420143299))","[10, 6]"
76,76,"POLYGON ((-74.00230613579402 40.7077791090832, -74.00230613579402 40.71118384265213, -73.99781455937341 40.71118384265213, -73.99781455937341 40.7077791090832, -74.00230613579402 40.7077791090832))","[10, 7]"
77,77,"POLYGON ((-74.00230613579402 40.71118384265213, -74.00230613579402 40.71458840213665, -73.99781455937341 40.71458840213665, -73.99781455937341 40.71118384265213, -74.00230613579402 40.71118384265213))","[10, 8]"
78,78,"POLYGON ((-74.00230613579402 40.71458840213665, -74.00230613579402 40.71799278753365, -73.99781455937341 40.71799278753365, -73.99781455937341 40.71458840213665, -74.00230613579402 40.71458840213665))","[10, 9]"
79,79,"POLYGON ((-74.00230613579402 40.71799278753365, -74.00230613579402 40.72139699884001, -73.99781455937341 40.72139699884001, -73.99781455937341 40.71799278753365, -74.00230613579402 40.71799278753365))","[10, 10]"
80,80,"POLYGON ((-74.00230613579402 40.72139699884001, -74.00230613579402 40.72480103605261, -73.99781455937341 40.72480103605261, -73.99781455937341 40.72139699884001, -74.00230613579402 40.72139699884001))","[10, 11]"
81,81,"POLYGON ((-74.00230613579402 40.72480103605261, -74.00230613579402 40.72820489916835, -73.99781455937341 40.72820489916835, -73.99781455937341 40.72480103605261, -74.00230613579402 40.72480103605261))","[10, 12]"
82,82,"POLYGON ((-74.00230613579402 40.72820489916835, -74.00230613579402 40.73160858818412, -73.99781455937341 40.73160858818412, -73.99781455937341 40.72820489916835, -74.00230613579402 40.72820489916835))","[10, 13]"
83,83,"POLYGON ((-74.00230613579402 40.73160858818412, -74.00230613579402 40.7350121030968, -73.99781455937341 40.7350121030968, -73.99781455937341 40.73160858818412, -74.00230613579402 40.73160858818412))","[10, 14]"
84,84,"POLYGON ((-74.00230613579402 40.7350121030968, -74.00230613579402 40.73841544390331, -73.99781455937341 40.73841544390331, -73.99781455937341 40.7350121030968, -74.00230613579402 40.7350121030968))","[10, 15]"
85,85,"POLYGON ((-74.00230613579402 40.73841544390331, -74.00230613579402 40.74181861060052, -73.99781455937341 40.74181861060052, -73.99781455937341 40.73841544390331, -74.00230613579402 40.73841544390331))","[10, 16]"
86,86,"POLYGON ((-74.00230613579402 40.74181861060052, -74.00230613579402 40.74522160318534, -73.99781455937341 40.74522160318534, -73.99781455937341 40.74181861060052, -74.00230613579402 40.74181861060052))","[10, 17]"
87,87,"POLYGON ((-74.00230613579402 40.74522160318534, -74.00230613579402 40.7486244216547, -73.99781455937341 40.7486244216547, -73.99781455937341 40.74522160318534, -74.00230613579402 40.74522160318534))","[10, 18]"
88,88,"POLYGON ((-74.00230613579402 40.7486244216547, -74.00230613579402 40.75202706600547, -73.99781455937341 40.75202706600547, -73.99781455937341 40.7486244216547, -74.00230613579402 40.7486244216547))","[10, 19]"
89,89,"POLYGON ((-74.00230613579402 40.75202706600547, -74.00230613579402 40.75542953623459, -73.99781455937341 40.75542953623459, -73.99781455937341 40.75202706600547, -74.00230613579402 40.75202706600547))","[10, 20]"
90,90,"POLYGON ((-74.00230613579402 40.75542953623459, -74.00230613579402 40.75883183233896, -73.99781455937341 40.75883183233896, -73.99781455937341 40.75542953623459, -74.00230613579402 40.75542953623459))","[10, 21]"
91,91,"POLYGON ((-74.00230613579402 40.75883183233896, -74.00230613579402 40.76223395431548, -73.99781455937341 40.76223395431548, -73.99781455937341 40.75883183233896, -74.00230613579402 40.75883183233896))","[10, 22]"
92,92,"POLYGON ((-74.00230613579402 40.76223395431548, -74.00230613579402 40.76563590216109, -73.99781455937341 40.76563590216109, -73.99781455937341 40.76223395431548, -74.00230613579402 40.76223395431548))","[10, 23]"
93,93,"POLYGON ((-74.00230613579402 40.76563590216109, -74.00230613579402 40.7690376758727, -73.99781455937341 40.7690376758727, -73.99781455937341 40.76563590216109, -74.00230613579402 40.76563590216109))","[10, 24]"
94,94,"POLYGON ((-74.00230613579402 40.7690376758727, -74.00230613579402 40.77243927544723, -73.99781455937341 40.77243927544723, -73.99781455937341 40.7690376758727, -74.00230613579402 40.7690376758727))","[10, 25]"
95,95,"POLYGON ((-73.99781455937341 40.7077791090832, -73.99781455937341 40.71118384265213, -73.99332298295282 40.71118384265213, -73.99332298295282 40.7077791090832, -73.99781455937341 40.7077791090832))","[11, 7]"
96,96,"POLYGON ((-73.99781455937341 40.71118384265213, -73.99781455937341 40.71458840213665, -73.99332298295282 40.71458840213665, -73.99332298295282 40.71118384265213, -73.99781455937341 40.71118384265213))","[11, 8]"
97,97,"POLYGON ((-73.99781455937341 40.71458840213665, -73.99781455937341 40.71799278753365, -73.99332298295282 40.71799278753365, -73.99332298295282 40.71458840213665, -73.99781455937341 40.71458840213665))","[11, 9]"
98,98,"POLYGON ((-73.99781455937341 40.71799278753365, -73.99781455937341 40.72139699884001, -73.99332298295282 40.72139699884001, -73.99332298295282 40.71799278753365, -73.99781455937341 40.71799278753365))","[11, 10]"
99,99,"POLYGON ((-73.99781455937341 40.72139699884001, -73.99781455937341 40.72480103605261, -73.99332298295282 40.72480103605261, -73.99332298295282 40.72139699884001, -73.99781455937341 40.72139699884001))","[11, 11]"
100,100,"POLYGON ((-73.99781455937341 40.72480103605261, -73.99781455937341 40.72820489916835, -73.99332298295282 40.72820489916835, -73.99332298295282 40.72480103605261, -73.99781455937341 40.72480103605261))","[11, 12]"
101,101,"POLYGON ((-73.99781455937341 40.72820489916835, -73.99781455937341 40.73160858818412, -73.99332298295282 40.73160858818412, -73.99332298295282 40.72820489916835, -73.99781455937341 40.72820489916835))","[11, 13]"
102,102,"POLYGON ((-73.99781455937341 40.73160858818412, -73.99781455937341 40.7350121030968, -73.99332298295282 40.7350121030968, -73.99332298295282 40.73160858818412, -73.99781455937341 40.73160858818412))","[11, 14]"
103,103,"POLYGON ((-73.99781455937341 40.7350121030968, -73.99781455937341 40.73841544390331, -73.99332298295282 40.73841544390331, -73.99332298295282 40.7350121030968, -73.99781455937341 40.7350121030968))","[11, 15]"
104,104,"POLYGON ((-73.99781455937341 40.73841544390331, -73.99781455937341 40.74181861060052, -73.99332298295282 40.74181861060052, -73.99332298295282 40.73841544390331, -73.99781455937341 40.73841544390331))","[11, 16]"
105,105,"POLYGON ((-73.99781455937341 40.74181861060052, -73.99781455937341 40.74522160318534, -73.99332298295282 40.74522160318534, -73.99332298295282 40.74181861060052, -73.99781455937341 40.74181861060052))","[11, 17]"
106,106,"POLYGON ((-73.99781455937341 40.74522160318534, -73.99781455937341 40.7486244216547, -73.99332298295282 40.7486244216547, -73.99332298295282 40.74522160318534, -73.99781455937341 40.74522160318534))","[11, 18]"
107,107,"POLYGON ((-73.99781455937341 40.7486244216547, -73.99781455937341 40.75202706600547, -73.99332298295282 40.75202706600547, -73.99332298295282 40.7486244216547, -73.99781455937341 40.7486244216547))","[11, 19]"
108,108,"POLYGON ((-73.99781455937341 40.75202706600547, -73.99781455937341 40.75542953623459, -73.99332298295282 40.75542953623459, -73.99332298295282 40.75202706600547, -73.99781455937341 40.75202706600547))","[11, 20]"
109,109,"POLYGON ((-73.99781455937341 40.75542953623459, -73.99781455937341 40.75883183233896, -73.99332298295282 40.75883183233896, -73.99332298295282 40.75542953623459, -73.99781455937341 40.75542953623459))","[11, 21]"
110,110,"POLYGON ((-73.99781455937341 40.75883183233896, -73.99781455937341 40.76223395431548, -73.99332298295282 40.76223395431548, -73.99332298295282 40.75883183233896, -73.99781455937341 40.75883183233896))","[11, 22]"
111,111,"POLYGON ((-73.99781455937341 40.76223395431548, -73.99781455937341 40.76563590216109, -73.99332298295282 40.76563590216109, -73.99332298295282 40.76223395431548, -73.99781455937341 40.76223395431548))","[11, 23]"
112,112,"POLYGON ((-73.99781455937341 40.76563590216109, -73.99781455937341 40.7690376758727, -73.99332298295282 40.7690376758727, -73.99332298295282 40.76563590216109, -73.99781455937341 40.76563590216109))","[11, 24]"
113,113,"POLYGON ((-73.99781455937341 40.7690376758727, -73.99781455937341 40.77243927544723, -73.99332298295282 40.77243927544723, -73.99332298295282 40.7690376758727, -73.99781455937341 40.7690376758727))","[11, 25]"
114,114,"POLYGON ((-73.99781455937341 40.77243927544723, -73.99781455937341 40.77584070088161, -73.99332298295282 40.77584070088161, -73.99332298295282 40.77243927544723, -73.99781455937341 40.77243927544723))","[11, 26]"
115,115,"POLYGON ((-73.99332298295282 40.7077791090832, -73.99332298295282 40.71118384265213, -73.98883140653223 40.71118384265213, -73.98883140653223 40.7077791090832, -73.99332298295282 40.7077791090832))","[12, 7]"
116,116,"POLYGON ((-73.99332298295282 40.71118384265213, -73.99332298295282 40.71458840213665, -73.98883140653223 40.71458840213665, -73.98883140653223 40.71118384265213, -73.99332298295282 40.71118384265213))","[12, 8]"
117,117,"POLYGON ((-73.99332298295282 40.71458840213665, -73.99332298295282 40.71799278753365, -73.98883140653223 40.71799278753365, -73.98883140653223 40.71458840213665, -73.99332298295282 40.71458840213665))","[12, 9]"
118,118,"POLYGON ((-73.99332298295282 40.71799278753365, -73.99332298295282 40.72139699884001, -73.98883140653223 40.72139699884001, -73.98883140653223 40.71799278753365, -73.99332298295282 40.71799278753365))","[12, 10]"
119,119,"POLYGON ((-73.99332298295282 40.72139699884001, -73.99332298295282 40.72480103605261, -73.98883140653223 40.72480103605261, -73.98883140653223 40.72139699884001, -73.99332298295282 40.72139699884001))","[12, 11]"
120,120,"POLYGON ((-73.99332298295282 40.72480103605261, -73.99332298295282 40.72820489916835, -73.98883140653223 40.72820489916835, -73.98883140653223 40.72480103605261, -73.99332298295282 40.72480103605261))","[12, 12]"
121,121,"POLYGON ((-73.99332298295282 40.72820489916835, -73.99332298295282 40.73160858818412, -73.98883140653223 40.73160858818412, -73.98883140653223 40.72820489916835, -73.99332298295282 40.72820489916835))","[12, 13]"
122,122,"POLYGON ((-73.99332298295282 40.73160858818412, -73.99332298295282 40.7350121030968, -73.98883140653223 40.7350121030968, -73.98883140653223 40.73160858818412, -73.99332298295282 40.73160858818412))","[12, 14]"
123,123,"POLYGON ((-73.99332298295282 40.7350121030968, -73.99332298295282 40.73841544390331, -73.98883140653223 40.73841544390331, -73.98883140653223 40.7350121030968, -73.99332298295282 40.7350121030968))","[12, 15]"
124,124,"POLYGON ((-73.99332298295282 40.73841544390331, -73.99332298295282 40.74181861060052, -73.98883140653223 40.74181861060052, -73.98883140653223 40.73841544390331, -73.99332298295282 40.73841544390331))","[12, 16]"
125,125,"POLYGON ((-73.99332298295282 40.74181861060052, -73.99332298295282 40.74522160318534, -73.98883140653223 40.74522160318534, -73.98883140653223 40.74181861060052, -73.99332298295282 40.74181861060052))","[12, 17]"
126,126,"POLYGON ((-73.99332298295282 40.74522160318534, -73.99332298295282 40.7486244216547, -73.98883140653223 40.7486244216547, -73.98883140653223 40.74522160318534, -73.99332298295282 40.74522160318534))","[12, 18]"
127,127,"POLYGON ((-73.99332298295282 40.7486244216547, -73.99332298295282 40.75202706600547, -73.98883140653223 40.75202706600547, -73.98883140653223 40.7486244216547, -73.99332298295282 40.7486244216547))","[12, 19]"
128,128,"POLYGON ((-73.99332298295282 40.75202706600547, -73.99332298295282 40.75542953623459, -73.98883140653223 40.75542953623459, -73.98883140653223 40.75202706600547, -73.99332298295282 40.75202706600547))","[12, 20]"
129,129,"POLYGON ((-73.99332298295282 40.75542953623459, -73.99332298295282 40.75883183233896, -73.98883140653223 40.75883183233896, -73.98883140653223 40.75542953623459, -73.99332298295282 40.75542953623459))","[12, 21]"
130,130,"POLYGON ((-73.99332298295282 40.75883183233896, -73.99332298295282 40.76223395431548, -73.98883140653223 40.76223395431548, -73.98883140653223 40.75883183233896, -73.99332298295282 40.75883183233896))","[12, 22]"
131,131,"POLYGON ((-73.99332298295282 40.76223395431548, -73.99332298295282 40.76563590216109, -73.98883140653223 40.76563590216109, -73.98883140653223 40.76223395431548, -73.99332298295282 40.76223395431548))","[12, 23]"
