,tile_ID,geometry,position
22,22,"POLYGON ((-74.01128928863521 40.74522160318534, -74.01128928863521 40.75202706600547, -74.00230613579402 40.75202706600547, -74.00230613579402 40.74522160318534, -74.01128928863521 40.74522160318534))","[4, 9]"
23,23,"POLYGON ((-74.01128928863521 40.75202706600547, -74.01128928863521 40.75883183233896, -74.00230613579402 40.75883183233896, -74.00230613579402 40.75202706600547, -74.01128928863521 40.75202706600547))","[4, 10]"
24,24,"POLYGON ((-74.01128928863521 40.75883183233896, -74.01128928863521 40.76563590216109, -74.00230613579402 40.76563590216109, -74.00230613579402 40.75883183233896, -74.01128928863521 40.75883183233896))","[4, 11]"
25,25,"POLYGON ((-74.01128928863521 40.76563590216109, -74.01128928863521 40.77243927544723, -74.00230613579402 40.77243927544723, -74.00230613579402 40.76563590216109, -74.01128928863521 40.76563590216109))","[4, 12]"
26,26,"POLYGON ((-74.00230613579402 40.70437420143299, -74.00230613579402 40.71118384265213, -73.99332298295282 40.71118384265213, -73.99332298295282 40.70437420143299, -74.00230613579402 40.70437420143299))","[5, 3]"
27,27,"POLYGON ((-74.00230613579402 40.71118384265213, -74.00230613579402 40.71799278753365, -73.99332298295282 40.71799278753365, -73.99332298295282 40.71118384265213, -74.00230613579402 40.71118384265213))","[5, 4]"
28,28,"POLYGON ((-74.00230613579402 40.71799278753365, -74.00230613579402 40.72480103605261, -73.99332298295282 40.72480103605261, -73.99332298295282 40.71799278753365, -74.00230613579402 40.71799278753365))","[5, 5]"
29,29,"POLYGON ((-74.00230613579402 40.72480103605261, -74.00230613579402 40.73160858818412, -73.99332298295282 40.73160858818412, -73.99332298295282 40.72480103605261, -74.00230613579402 40.72480103605261))","[5, 6]"
30,30,"POLYGON ((-74.00230613579402 40.73160858818412, -74.00230613579402 40.73841544390331, -73.99332298295282 40.73841544390331, -73.99332298295282 40.73160858818412, -74.00230613579402 40.73160858818412))","[5, 7]"
31,31,"POLYGON ((-74.00230613579402 40.73841544390331, -74.00230613579402 40.74522160318534, -73.99332298295282 40.74522160318534, -73.99332298295282 40.73841544390331, -74.00230613579402 40.73841544390331))","[5, 8]"
32,32,"POLYGON ((-74.00230613579402 40.74522160318534, -74.00230613579402 40.75202706600547, -73.99332298295282 40.75202706600547, -73.99332298295282 40.74522160318534, -74.00230613579402 40.74522160318534))","[5, 9]"
33,33,"POLYGON ((-74.00230613579402 40.75202706600547, -74.00230613579402 40.75883183233896, -73.99332298295282 40.75883183233896, -73.99332298295282 40.75202706600547, -74.00230613579402 40.75202706600547))","[5, 10]"
34,34,"POLYGON ((-74.00230613579402 40.75883183233896, -74.00230613579402 40.76563590216109, -73.99332298295282 40.76563590216109, -73.99332298295282 40.75883183233896, -74.00230613579402 40.75883183233896))","[5, 11]"
35,35,"POLYGON ((-74.00230613579402 40.76563590216109, -74.00230613579402 40.77243927544723, -73.99332298295282 40.77243927544723, -73.99332298295282 40.76563590216109, -74.00230613579402 40.76563590216109))","[5, 12]"
36,36,"POLYGON ((-74.00230613579402 40.77243927544723, -74.00230613579402 40.77924195217278, -73.99332298295282 40.77924195217278, -73.99332298295282 40.77243927544723, -74.00230613579402 40.77243927544723))","[5, 13]"
37,37,"POLYGON ((-73.99332298295282 40.70437420143299, -73.99332298295282 40.71118384265213, -73.98433983011162 40.71118384265213, -73.98433983011162 40.70437420143299, -73.99332298295282 40.70437420143299))","[6, 3]"
38,38,"POLYGON ((-73.99332298295282 40.71118384265213, -73.99332298295282 40.71799278753365, -73.98433983011162 40.71799278753365, -73.98433983011162 40.71118384265213, -73.99332298295282 40.71118384265213))","[6, 4]"
39,39,"POLYGON ((-73.99332298295282 40.71799278753365, -73.99332298295282 40.72480103605261, -73.98433983011162 40.72480103605261, -73.98433983011162 40.71799278753365, -73.99332298295282 40.71799278753365))","[6, 5]"
40,40,"POLYGON ((-73.99332298295282 40.72480103605261, -73.99332298295282 40.73160858818412, -73.98433983011162 40.73160858818412, -73.98433983011162 40.72480103605261, -73.99332298295282 40.72480103605261))","[6, 6]"
41,41,"POLYGON ((-73.99332298295282 40.73160858818412, -73.99332298295282 40.73841544390331, -73.98433983011162 40.73841544390331, -73.98433983011162 40.73160858818412, -73.99332298295282 40.73160858818412))","[6, 7]"
42,42,"POLYGON ((-73.99332298295282 40.73841544390331, -73.99332298295282 40.74522160318534, -73.98433983011162 40.74522160318534, -73.98433983011162 40.73841544390331, -73.99332298295282 40.73841544390331))","[6, 8]"
43,43,"POLYGON ((-73.99332298295282 40.74522160318534, -73.99332298295282 40.75202706600547, -73.98433983011162 40.75202706600547, -73.98433983011162 40.74522160318534, -73.99332298295282 40.74522160318534))","[6, 9]"
44,44,"POLYGON ((-73.99332298295282 40.75202706600547, -73.99332298295282 40.75883183233896, -73.98433983011162 40.75883183233896, -73.98433983011162 40.75202706600547, -73.99332298295282 40.75202706600547))","[6, 10]"
45,45,"POLYGON ((-73.99332298295282 40.75883183233896, -73.99332298295282 40.76563590216109, -73.98433983011162 40.76563590216109, -73.98433983011162 40.75883183233896, -73.99332298295282 40.75883183233896))","[6, 11]"
46,46,"POLYGON ((-73.99332298295282 40.76563590216109, -73.99332298295282 40.77243927544723, -73.98433983011162 40.77243927544723, -73.98433983011162 40.76563590216109, -73.99332298295282 40.76563590216109))","[6, 12]"
47,47,"POLYGON ((-73.99332298295282 40.77243927544723, -73.99332298295282 40.77924195217278, -73.98433983011162 40.77924195217278, -73.98433983011162 40.77243927544723, -73.99332298295282 40.77243927544723))","[6, 13]"
48,48,"POLYGON ((-73.99332298295282 40.77924195217278, -73.99332298295282 40.78604393231313, -73.98433983011162 40.78604393231313, -73.98433983011162 40.77924195217278, -73.99332298295282 40.77924195217278))","[6, 14]"
49,49,"POLYGON ((-73.99332298295282 40.78604393231313, -73.99332298295282 40.7928452158438, -73.98433983011162 40.7928452158438, -73.98433983011162 40.78604393231313, -73.99332298295282 40.78604393231313))","[6, 15]"
50,50,"POLYGON ((-73.98433983011162 40.70437420143299, -73.98433983011162 40.71118384265213, -73.97535667727043 40.71118384265213, -73.97535667727043 40.70437420143299, -73.98433983011162 40.70437420143299))","[7, 3]"
51,51,"POLYGON ((-73.98433983011162 40.71118384265213, -73.98433983011162 40.71799278753365, -73.97535667727043 40.71799278753365, -73.97535667727043 40.71118384265213, -73.98433983011162 40.71118384265213))","[7, 4]"
52,52,"POLYGON ((-73.98433983011162 40.71799278753365, -73.98433983011162 40.72480103605261, -73.97535667727043 40.72480103605261, -73.97535667727043 40.71799278753365, -73.98433983011162 40.71799278753365))","[7, 5]"
53,53,"POLYGON ((-73.98433983011162 40.72480103605261, -73.98433983011162 40.73160858818412, -73.97535667727043 40.73160858818412, -73.97535667727043 40.72480103605261, -73.98433983011162 40.72480103605261))","[7, 6]"
54,54,"POLYGON ((-73.98433983011162 40.73160858818412, -73.98433983011162 40.73841544390331, -73.97535667727043 40.73841544390331, -73.97535667727043 40.73160858818412, -73.98433983011162 40.73160858818412))","[7, 7]"
55,55,"POLYGON ((-73.98433983011162 40.73841544390331, -73.98433983011162 40.74522160318534, -73.97535667727043 40.74522160318534, -73.97535667727043 40.73841544390331, -73.98433983011162 40.73841544390331))","[7, 8]"
56,56,"POLYGON ((-73.98433983011162 40.74522160318534, -73.98433983011162 40.75202706600547, -73.97535667727043 40.75202706600547, -73.97535667727043 40.74522160318534, -73.98433983011162 40.74522160318534))","[7, 9]"
57,57,"POLYGON ((-73.98433983011162 40.75202706600547, -73.98433983011162 40.75883183233896, -73.97535667727043 40.75883183233896, -73.97535667727043 40.75202706600547, -73.98433983011162 40.75202706600547))","[7, 10]"
58,58,"POLYGON ((-73.98433983011162 40.75883183233896, -73.98433983011162 40.76563590216109, -73.97535667727043 40.76563590216109, -73.97535667727043 40.75883183233896, -73.98433983011162 40.75883183233896))","[7, 11]"
59,59,"POLYGON ((-73.98433983011162 40.76563590216109, -73.98433983011162 40.77243927544723, -73.97535667727043 40.77243927544723, -73.97535667727043 40.76563590216109, -73.98433983011162 40.76563590216109))","[7, 12]"
60,60,"POLYGON ((-73.98433983011162 40.77243927544723, -73.98433983011162 40.77924195217278, -73.97535667727043 40.77924195217278, -73.97535667727043 40.77243927544723, -73.98433983011162 40.77243927544723))","[7, 13]"
61,61,"POLYGON ((-73.98433983011162 40.77924195217278, -73.98433983011162 40.78604393231313, -73.97535667727043 40.78604393231313, -73.97535667727043 40.77924195217278, -73.98433983011162 40.77924195217278))","[7, 14]"
62,62,"POLYGON ((-73.98433983011162 40.78604393231313, -73.98433983011162 40.7928452158438, -73.97535667727043 40.7928452158438, -73.97535667727043 40.78604393231313, -73.98433983011162 40.78604393231313))","[7, 15]"
63,63,"POLYGON ((-73.98433983011162 40.7928452158438, -73.98433983011162 40.79964580274029, -73.97535667727043 40.79964580274029, -73.97535667727043 40.7928452158438, -73.98433983011162 40.7928452158438))","[7, 16]"
64,64,"POLYGON ((-73.98433983011162 40.79964580274029, -73.98433983011162 40.80644569297814, -73.97535667727043 40.80644569297814, -73.97535667727043 40.79964580274029, -73.98433983011162 40.79964580274029))","[7, 17]"
65,65,"POLYGON ((-73.97535667727043 40.71118384265213, -73.97535667727043 40.71799278753365, -73.96637352442923 40.71799278753365, -73.96637352442923 40.71118384265213, -73.97535667727043 40.71118384265213))","[8, 4]"
66,66,"POLYGON ((-73.97535667727043 40.71799278753365, -73.97535667727043 40.72480103605261, -73.96637352442923 40.72480103605261, -73.96637352442923 40.71799278753365, -73.97535667727043 40.71799278753365))","[8, 5]"
67,67,"POLYGON ((-73.97535667727043 40.72480103605261, -73.97535667727043 40.73160858818412, -73.96637352442923 40.73160858818412, -73.96637352442923 40.72480103605261, -73.97535667727043 40.72480103605261))","[8, 6]"
68,68,"POLYGON ((-73.97535667727043 40.73160858818412, -73.97535667727043 40.73841544390331, -73.96637352442923 40.73841544390331, -73.96637352442923 40.73160858818412, -73.97535667727043 40.73160858818412))","[8, 7]"
69,69,"POLYGON ((-73.97535667727043 40.73841544390331, -73.97535667727043 40.74522160318534, -73.96637352442923 40.74522160318534, -73.96637352442923 40.73841544390331, -73.97535667727043 40.73841544390331))","[8, 8]"
70,70,"POLYGON ((-73.97535667727043 40.74522160318534, -73.97535667727043 40.75202706600547, -73.96637352442923 40.75202706600547, -73.96637352442923 40.74522160318534, -73.97535667727043 40.74522160318534))","[8, 9]"
71,71,"POLYGON ((-73.97535667727043 40.75202706600547, -73.97535667727043 40.75883183233896, -73.96637352442923 40.75883183233896, -73.96637352442923 40.75202706600547, -73.97535667727043 40.75202706600547))","[8, 10]"
72,72,"POLYGON ((-73.97535667727043 40.75883183233896, -73.97535667727043 40.76563590216109, -73.96637352442923 40.76563590216109, -73.96637352442923 40.75883183233896, -73.97535667727043 40.75883183233896))","[8, 11]"
73,73,"POLYGON ((-73.97535667727043 40.76563590216109, -73.97535667727043 40.77243927544723, -73.96637352442923 40.77243927544723, -73.96637352442923 40.76563590216109, -73.97535667727043 40.76563590216109))","[8, 12]"
74,74,"POLYGON ((-73.97535667727043 40.77243927544723, -73.97535667727043 40.77924195217278, -73.96637352442923 40.77924195217278, -73.96637352442923 40.77243927544723, -73.97535667727043 40.77243927544723))","[8, 13]"
75,75,"POLYGON ((-73.97535667727043 40.77924195217278, -73.97535667727043 40.78604393231313, -73.96637352442923 40.78604393231313, -73.96637352442923 40.77924195217278, -73.97535667727043 40.77924195217278))","[8, 14]"
76,76,"POLYGON ((-73.97535667727043 40.78604393231313, -73.97535667727043 40.7928452158438, -73.96637352442923 40.7928452158438, -73.96637352442923 40.78604393231313, -73.97535667727043 40.78604393231313))","[8, 15]"
77,77,"POLYGON ((-73.97535667727043 40.7928452158438, -73.97535667727043 40.79964580274029, -73.96637352442923 40.79964580274029, -73.96637352442923 40.7928452158438, -73.97535667727043 40.7928452158438))","[8, 16]"
78,78,"POLYGON ((-73.97535667727043 40.79964580274029, -73.97535667727043 40.80644569297814, -73.96637352442923 40.80644569297814, -73.96637352442923 40.79964580274029, -73.97535667727043 40.79964580274029))","[8, 17]"
79,79,"POLYGON ((-73.97535667727043 40.80644569297814, -73.97535667727043 40.81324488653298, -73.96637352442923 40.81324488653298, -73.96637352442923 40.80644569297814, -73.97535667727043 40.80644569297814))","[8, 18]"
80,80,"POLYGON ((-73.96637352442923 40.74522160318534, -73.96637352442923 40.75202706600547, -73.95739037158803 40.75202706600547, -73.95739037158803 40.74522160318534, -73.96637352442923 40.74522160318534))","[9, 9]"
81,81,"POLYGON ((-73.96637352442923 40.75202706600547, -73.96637352442923 40.75883183233896, -73.95739037158803 40.75883183233896, -73.95739037158803 40.75202706600547, -73.96637352442923 40.75202706600547))","[9, 10]"
82,82,"POLYGON ((-73.96637352442923 40.75883183233896, -73.96637352442923 40.76563590216109, -73.95739037158803 40.76563590216109, -73.95739037158803 40.75883183233896, -73.96637352442923 40.75883183233896))","[9, 11]"
83,83,"POLYGON ((-73.96637352442923 40.76563590216109, -73.96637352442923 40.77243927544723, -73.95739037158803 40.77243927544723, -73.95739037158803 40.76563590216109, -73.96637352442923 40.76563590216109))","[9, 12]"
84,84,"POLYGON ((-73.96637352442923 40.77243927544723, -73.96637352442923 40.77924195217278, -73.95739037158803 40.77924195217278, -73.95739037158803 40.77243927544723, -73.96637352442923 40.77243927544723))","[9, 13]"
85,85,"POLYGON ((-73.96637352442923 40.77924195217278, -73.96637352442923 40.78604393231313, -73.95739037158803 40.78604393231313, -73.95739037158803 40.77924195217278, -73.96637352442923 40.77924195217278))","[9, 14]"
86,86,"POLYGON ((-73.96637352442923 40.78604393231313, -73.96637352442923 40.7928452158438, -73.95739037158803 40.7928452158438, -73.95739037158803 40.78604393231313, -73.96637352442923 40.78604393231313))","[9, 15]"
87,87,"POLYGON ((-73.96637352442923 40.7928452158438, -73.96637352442923 40.79964580274029, -73.95739037158803 40.79964580274029, -73.95739037158803 40.7928452158438, -73.96637352442923 40.7928452158438))","[9, 16]"
88,88,"POLYGON ((-73.96637352442923 40.79964580274029, -73.96637352442923 40.80644569297814, -73.95739037158803 40.80644569297814, -73.95739037158803 40.79964580274029, -73.96637352442923 40.79964580274029))","[9, 17]"
89,89,"POLYGON ((-73.96637352442923 40.80644569297814, -73.96637352442923 40.81324488653298, -73.95739037158803 40.81324488653298, -73.95739037158803 40.80644569297814, -73.96637352442923 40.80644569297814))","[9, 18]"
90,90,"POLYGON ((-73.96637352442923 40.81324488653298, -73.96637352442923 40.82004338338044, -73.95739037158803 40.82004338338044, -73.95739037158803 40.81324488653298, -73.96637352442923 40.81324488653298))","[9, 19]"
91,91,"POLYGON ((-73.96637352442923 40.82004338338044, -73.96637352442923 40.82684118349619, -73.95739037158803 40.82684118349619, -73.95739037158803 40.82004338338044, -73.96637352442923 40.82004338338044))","[9, 20]"
92,92,"POLYGON ((-73.96637352442923 40.82684118349619, -73.96637352442923 40.83363828685597, -73.95739037158803 40.83363828685597, -73.95739037158803 40.82684118349619, -73.96637352442923 40.82684118349619))","[9, 21]"
93,93,"POLYGON ((-73.95739037158803 40.75202706600547, -73.95739037158803 40.75883183233896, -73.94840721874684 40.75883183233896, -73.94840721874684 40.75202706600547, -73.95739037158803 40.75202706600547))","[10, 10]"
94,94,"POLYGON ((-73.95739037158803 40.75883183233896, -73.95739037158803 40.76563590216109, -73.94840721874684 40.76563590216109, -73.94840721874684 40.75883183233896, -73.95739037158803 40.75883183233896))","[10, 11]"
95,95,"POLYGON ((-73.95739037158803 40.76563590216109, -73.95739037158803 40.77243927544723, -73.94840721874684 40.77243927544723, -73.94840721874684 40.76563590216109, -73.95739037158803 40.76563590216109))","[10, 12]"
96,96,"POLYGON ((-73.95739037158803 40.77243927544723, -73.95739037158803 40.77924195217278, -73.94840721874684 40.77924195217278, -73.94840721874684 40.77243927544723, -73.95739037158803 40.77243927544723))","[10, 13]"
97,97,"POLYGON ((-73.95739037158803 40.77924195217278, -73.95739037158803 40.78604393231313, -73.94840721874684 40.78604393231313, -73.94840721874684 40.77924195217278, -73.95739037158803 40.77924195217278))","[10, 14]"
98,98,"POLYGON ((-73.95739037158803 40.78604393231313, -73.95739037158803 40.7928452158438, -73.94840721874684 40.7928452158438, -73.94840721874684 40.78604393231313, -73.95739037158803 40.78604393231313))","[10, 15]"
99,99,"POLYGON ((-73.95739037158803 40.7928452158438, -73.95739037158803 40.79964580274029, -73.94840721874684 40.79964580274029, -73.94840721874684 40.7928452158438, -73.95739037158803 40.7928452158438))","[10, 16]"
100,100,"POLYGON ((-73.95739037158803 40.79964580274029, -73.95739037158803 40.80644569297814, -73.94840721874684 40.80644569297814, -73.94840721874684 40.79964580274029, -73.95739037158803 40.79964580274029))","[10, 17]"
101,101,"POLYGON ((-73.95739037158803 40.80644569297814, -73.95739037158803 40.81324488653298, -73.94840721874684 40.81324488653298, -73.94840721874684 40.80644569297814, -73.95739037158803 40.80644569297814))","[10, 18]"
102,102,"POLYGON ((-73.95739037158803 40.81324488653298, -73.95739037158803 40.82004338338044, -73.94840721874684 40.82004338338044, -73.94840721874684 40.81324488653298, -73.95739037158803 40.81324488653298))","[10, 19]"
103,103,"POLYGON ((-73.95739037158803 40.82004338338044, -73.95739037158803 40.82684118349619, -73.94840721874684 40.82684118349619, -73.94840721874684 40.82004338338044, -73.95739037158803 40.82004338338044))","[10, 20]"
104,104,"POLYGON ((-73.95739037158803 40.82684118349619, -73.95739037158803 40.83363828685597, -73.94840721874684 40.83363828685597, -73.94840721874684 40.82684118349619, -73.95739037158803 40.82684118349619))","[10, 21]"
105,105,"POLYGON ((-73.95739037158803 40.83363828685597, -73.95739037158803 40.84043469343553, -73.94840721874684 40.84043469343553, -73.94840721874684 40.83363828685597, -73.95739037158803 40.83363828685597))","[10, 22]"
106,106,"POLYGON ((-73.94840721874684 40.75883183233896, -73.94840721874684 40.76563590216109, -73.93942406590565 40.76563590216109, -73.93942406590565 40.75883183233896, -73.94840721874684 40.75883183233896))","[11, 11]"
107,107,"POLYGON ((-73.94840721874684 40.76563590216109, -73.94840721874684 40.77243927544723, -73.93942406590565 40.77243927544723, -73.93942406590565 40.76563590216109, -73.94840721874684 40.76563590216109))","[11, 12]"
108,108,"POLYGON ((-73.94840721874684 40.77243927544723, -73.94840721874684 40.77924195217278, -73.93942406590565 40.77924195217278, -73.93942406590565 40.77243927544723, -73.94840721874684 40.77243927544723))","[11, 13]"
109,109,"POLYGON ((-73.94840721874684 40.77924195217278, -73.94840721874684 40.78604393231313, -73.93942406590565 40.78604393231313, -73.93942406590565 40.77924195217278, -73.94840721874684 40.77924195217278))","[11, 14]"
110,110,"POLYGON ((-73.94840721874684 40.78604393231313, -73.94840721874684 40.7928452158438, -73.93942406590565 40.7928452158438, -73.93942406590565 40.78604393231313, -73.94840721874684 40.78604393231313))","[11, 15]"
111,111,"POLYGON ((-73.94840721874684 40.7928452158438, -73.94840721874684 40.79964580274029, -73.93942406590565 40.79964580274029, -73.93942406590565 40.7928452158438, -73.94840721874684 40.7928452158438))","[11, 16]"
112,112,"POLYGON ((-73.94840721874684 40.79964580274029, -73.94840721874684 40.80644569297814, -73.93942406590565 40.80644569297814, -73.93942406590565 40.79964580274029, -73.94840721874684 40.79964580274029))","[11, 17]"
113,113,"POLYGON ((-73.94840721874684 40.80644569297814, -73.94840721874684 40.81324488653298, -73.93942406590565 40.81324488653298, -73.93942406590565 40.80644569297814, -73.94840721874684 40.80644569297814))","[11, 18]"
114,114,"POLYGON ((-73.94840721874684 40.81324488653298, -73.94840721874684 40.82004338338044, -73.93942406590565 40.82004338338044, -73.93942406590565 40.81324488653298, -73.94840721874684 40.81324488653298))","[11, 19]"
115,115,"POLYGON ((-73.94840721874684 40.82004338338044, -73.94840721874684 40.82684118349619, -73.93942406590565 40.82684118349619, -73.93942406590565 40.82004338338044, -73.94840721874684 40.82004338338044))","[11, 20]"
116,116,"POLYGON ((-73.94840721874684 40.82684118349619, -73.94840721874684 40.83363828685597, -73.93942406590565 40.83363828685597, -73.93942406590565 40.82684118349619, -73.94840721874684 40.82684118349619))","[11, 21]"
117,117,"POLYGON ((-73.94840721874684 40.83363828685597, -73.94840721874684 40.84043469343553, -73.93942406590565 40.84043469343553, -73.93942406590565 40.83363828685597, -73.94840721874684 40.83363828685597))","[11, 22]"
118,118,"POLYGON ((-73.94840721874684 40.84043469343553, -73.94840721874684 40.84723040321068, -73.93942406590565 40.84723040321068, -73.93942406590565 40.84043469343553, -73.94840721874684 40.84043469343553))","[11, 23]"
119,119,"POLYGON ((-73.94840721874684 40.84723040321068, -73.94840721874684 40.85402541615729, -73.93942406590565 40.85402541615729, -73.93942406590565 40.84723040321068, -73.94840721874684 40.84723040321068))","[11, 24]"
120,120,"POLYGON ((-73.94840721874684 40.85402541615729, -73.94840721874684 40.86081973225124, -73.93942406590565 40.86081973225124, -73.93942406590565 40.85402541615729, -73.94840721874684 40.85402541615729))","[11, 25]"
121,121,"POLYGON ((-73.93942406590565 40.77924195217278, -73.93942406590565 40.78604393231313, -73.93044091306446 40.78604393231313, -73.93044091306446 40.77924195217278, -73.93942406590565 40.77924195217278))","[12, 14]"
122,122,"POLYGON ((-73.93942406590565 40.78604393231313, -73.93942406590565 40.7928452158438, -73.93044091306446 40.7928452158438, -73.93044091306446 40.78604393231313, -73.93942406590565 40.78604393231313))","[12, 15]"
123,123,"POLYGON ((-73.93942406590565 40.7928452158438, -73.93942406590565 40.79964580274029, -73.93044091306446 40.79964580274029, -73.93044091306446 40.7928452158438, -73.93942406590565 40.7928452158438))","[12, 16]"
124,124,"POLYGON ((-73.93942406590565 40.79964580274029, -73.93942406590565 40.80644569297814, -73.93044091306446 40.80644569297814, -73.93044091306446 40.79964580274029, -73.93942406590565 40.79964580274029))","[12, 17]"
125,125,"POLYGON ((-73.93942406590565 40.80644569297814, -73.93942406590565 40.81324488653298, -73.93044091306446 40.81324488653298, -73.93044091306446 40.80644569297814, -73.93942406590565 40.80644569297814))","[12, 18]"
126,126,"POLYGON ((-73.93942406590565 40.81324488653298, -73.93942406590565 40.82004338338044, -73.93044091306446 40.82004338338044, -73.93044091306446 40.81324488653298, -73.93942406590565 40.81324488653298))","[12, 19]"
127,127,"POLYGON ((-73.93942406590565 40.82004338338044, -73.93942406590565 40.82684118349619, -73.93044091306446 40.82684118349619, -73.93044091306446 40.82004338338044, -73.93942406590565 40.82004338338044))","[12, 20]"
128,128,"POLYGON ((-73.93942406590565 40.82684118349619, -73.93942406590565 40.83363828685597, -73.93044091306446 40.83363828685597, -73.93044091306446 40.82684118349619, -73.93942406590565 40.82684118349619))","[12, 21]"
129,129,"POLYGON ((-73.93942406590565 40.83363828685597, -73.93942406590565 40.84043469343553, -73.93044091306446 40.84043469343553, -73.93044091306446 40.83363828685597, -73.93942406590565 40.83363828685597))","[12, 22]"
130,130,"POLYGON ((-73.93942406590565 40.84043469343553, -73.93942406590565 40.84723040321068, -73.93044091306446 40.84723040321068, -73.93044091306446 40.84043469343553, -73.93942406590565 40.84043469343553))","[12, 23]"
