,tile_ID,geometry,position
122,122,"POLYGON ((-73.97311088906014 40.76563590216109, -73.97311088906014 40.77073849742729, -73.96637352442923 40.77073849742729, -73.96637352442923 40.76563590216109, -73.97311088906014 40.76563590216109))","[11, 16]"
123,123,"POLYGON ((-73.97311088906014 40.77073849742729, -73.97311088906014 40.77584070088161, -73.96637352442923 40.77584070088161, -73.96637352442923 40.77073849742729, -73.97311088906014 40.77073849742729))","[11, 17]"
124,124,"POLYGON ((-73.97311088906014 40.77584070088161, -73.97311088906014 40.78094251251368, -73.96637352442923 40.78094251251368, -73.96637352442923 40.77584070088161, -73.97311088906014 40.77584070088161))","[11, 18]"
125,125,"POLYGON ((-73.97311088906014 40.78094251251368, -73.97311088906014 40.78604393231313, -73.96637352442923 40.78604393231313, -73.96637352442923 40.78094251251368, -73.97311088906014 40.78094251251368))","[11, 19]"
126,126,"POLYGON ((-73.97311088906014 40.78604393231313, -73.97311088906014 40.79114496026963, -73.96637352442923 40.79114496026963, -73.96637352442923 40.78604393231313, -73.97311088906014 40.78604393231313))","[11, 20]"
127,127,"POLYGON ((-73.97311088906014 40.79114496026963, -73.97311088906014 40.79624559637284, -73.96637352442923 40.79624559637284, -73.96637352442923 40.79114496026963, -73.97311088906014 40.79114496026963))","[11, 21]"
128,128,"POLYGON ((-73.97311088906014 40.79624559637284, -73.97311088906014 40.80134584061246, -73.96637352442923 40.80134584061246, -73.96637352442923 40.79624559637284, -73.97311088906014 40.79624559637284))","[11, 22]"
129,129,"POLYGON ((-73.97311088906014 40.80134584061246, -73.97311088906014 40.80644569297814, -73.96637352442923 40.80644569297814, -73.96637352442923 40.80134584061246, -73.97311088906014 40.80134584061246))","[11, 23]"
130,130,"POLYGON ((-73.97311088906014 40.80644569297814, -73.97311088906014 40.81154515345964, -73.96637352442923 40.81154515345964, -73.96637352442923 40.80644569297814, -73.97311088906014 40.80644569297814))","[11, 24]"
131,131,"POLYGON ((-73.97311088906014 40.81154515345964, -73.97311088906014 40.81664422204665, -73.96637352442923 40.81664422204665, -73.96637352442923 40.81154515345964, -73.97311088906014 40.81154515345964))","[11, 25]"
132,132,"POLYGON ((-73.96637352442923 40.74522160318534, -73.96637352442923 40.7503257655951, -73.95963615979834 40.7503257655951, -73.95963615979834 40.74522160318534, -73.96637352442923 40.74522160318534))","[12, 12]"
133,133,"POLYGON ((-73.96637352442923 40.7503257655951, -73.96637352442923 40.75542953623459, -73.95963615979834 40.75542953623459, -73.95963615979834 40.7503257655951, -73.96637352442923 40.7503257655951))","[12, 13]"
134,134,"POLYGON ((-73.96637352442923 40.75542953623459, -73.96637352442923 40.76053291509339, -73.95963615979834 40.76053291509339, -73.95963615979834 40.75542953623459, -73.96637352442923 40.75542953623459))","[12, 14]"
135,135,"POLYGON ((-73.96637352442923 40.76053291509339, -73.96637352442923 40.76563590216109, -73.95963615979834 40.76563590216109, -73.95963615979834 40.76053291509339, -73.96637352442923 40.76053291509339))","[12, 15]"
136,136,"POLYGON ((-73.96637352442923 40.76563590216109, -73.96637352442923 40.77073849742729, -73.95963615979834 40.77073849742729, -73.95963615979834 40.76563590216109, -73.96637352442923 40.76563590216109))","[12, 16]"
137,137,"POLYGON ((-73.96637352442923 40.77073849742729, -73.96637352442923 40.77584070088161, -73.95963615979834 40.77584070088161, -73.95963615979834 40.77073849742729, -73.96637352442923 40.77073849742729))","[12, 17]"
138,138,"POLYGON ((-73.96637352442923 40.77584070088161, -73.96637352442923 40.78094251251368, -73.95963615979834 40.78094251251368, -73.95963615979834 40.77584070088161, -73.96637352442923 40.77584070088161))","[12, 18]"
139,139,"POLYGON ((-73.96637352442923 40.78094251251368, -73.96637352442923 40.78604393231313, -73.95963615979834 40.78604393231313, -73.95963615979834 40.78094251251368, -73.96637352442923 40.78094251251368))","[12, 19]"
140,140,"POLYGON ((-73.96637352442923 40.78604393231313, -73.96637352442923 40.79114496026963, -73.95963615979834 40.79114496026963, -73.95963615979834 40.78604393231313, -73.96637352442923 40.78604393231313))","[12, 20]"
141,141,"POLYGON ((-73.96637352442923 40.79114496026963, -73.96637352442923 40.79624559637284, -73.95963615979834 40.79624559637284, -73.95963615979834 40.79114496026963, -73.96637352442923 40.79114496026963))","[12, 21]"
142,142,"POLYGON ((-73.96637352442923 40.79624559637284, -73.96637352442923 40.80134584061246, -73.95963615979834 40.80134584061246, -73.95963615979834 40.79624559637284, -73.96637352442923 40.79624559637284))","[12, 22]"
143,143,"POLYGON ((-73.96637352442923 40.80134584061246, -73.96637352442923 40.80644569297814, -73.95963615979834 40.80644569297814, -73.95963615979834 40.80134584061246, -73.96637352442923 40.80134584061246))","[12, 23]"
144,144,"POLYGON ((-73.96637352442923 40.80644569297814, -73.96637352442923 40.81154515345964, -73.95963615979834 40.81154515345964, -73.95963615979834 40.80644569297814, -73.96637352442923 40.80644569297814))","[12, 24]"
145,145,"POLYGON ((-73.96637352442923 40.81154515345964, -73.96637352442923 40.81664422204665, -73.95963615979834 40.81664422204665, -73.95963615979834 40.81154515345964, -73.96637352442923 40.81154515345964))","[12, 25]"
146,146,"POLYGON ((-73.96637352442923 40.81664422204665, -73.96637352442923 40.82174289872892, -73.95963615979834 40.82174289872892, -73.95963615979834 40.81664422204665, -73.96637352442923 40.81664422204665))","[12, 26]"
147,147,"POLYGON ((-73.96637352442923 40.82174289872892, -73.96637352442923 40.82684118349619, -73.95963615979834 40.82684118349619, -73.95963615979834 40.82174289872892, -73.96637352442923 40.82174289872892))","[12, 27]"
148,148,"POLYGON ((-73.95963615979834 40.7503257655951, -73.95963615979834 40.75542953623459, -73.95289879516744 40.75542953623459, -73.95289879516744 40.7503257655951, -73.95963615979834 40.7503257655951))","[13, 13]"
149,149,"POLYGON ((-73.95963615979834 40.75542953623459, -73.95963615979834 40.76053291509339, -73.95289879516744 40.76053291509339, -73.95289879516744 40.75542953623459, -73.95963615979834 40.75542953623459))","[13, 14]"
150,150,"POLYGON ((-73.95963615979834 40.76053291509339, -73.95963615979834 40.76563590216109, -73.95289879516744 40.76563590216109, -73.95289879516744 40.76053291509339, -73.95963615979834 40.76053291509339))","[13, 15]"
151,151,"POLYGON ((-73.95963615979834 40.76563590216109, -73.95963615979834 40.77073849742729, -73.95289879516744 40.77073849742729, -73.95289879516744 40.76563590216109, -73.95963615979834 40.76563590216109))","[13, 16]"
152,152,"POLYGON ((-73.95963615979834 40.77073849742729, -73.95963615979834 40.77584070088161, -73.95289879516744 40.77584070088161, -73.95289879516744 40.77073849742729, -73.95963615979834 40.77073849742729))","[13, 17]"
153,153,"POLYGON ((-73.95963615979834 40.77584070088161, -73.95963615979834 40.78094251251368, -73.95289879516744 40.78094251251368, -73.95289879516744 40.77584070088161, -73.95963615979834 40.77584070088161))","[13, 18]"
154,154,"POLYGON ((-73.95963615979834 40.78094251251368, -73.95963615979834 40.78604393231313, -73.95289879516744 40.78604393231313, -73.95289879516744 40.78094251251368, -73.95963615979834 40.78094251251368))","[13, 19]"
155,155,"POLYGON ((-73.95963615979834 40.78604393231313, -73.95963615979834 40.79114496026963, -73.95289879516744 40.79114496026963, -73.95289879516744 40.78604393231313, -73.95963615979834 40.78604393231313))","[13, 20]"
156,156,"POLYGON ((-73.95963615979834 40.79114496026963, -73.95963615979834 40.79624559637284, -73.95289879516744 40.79624559637284, -73.95289879516744 40.79114496026963, -73.95963615979834 40.79114496026963))","[13, 21]"
157,157,"POLYGON ((-73.95963615979834 40.79624559637284, -73.95963615979834 40.80134584061246, -73.95289879516744 40.80134584061246, -73.95289879516744 40.79624559637284, -73.95963615979834 40.79624559637284))","[13, 22]"
158,158,"POLYGON ((-73.95963615979834 40.80134584061246, -73.95963615979834 40.80644569297814, -73.95289879516744 40.80644569297814, -73.95289879516744 40.80134584061246, -73.95963615979834 40.80134584061246))","[13, 23]"
159,159,"POLYGON ((-73.95963615979834 40.80644569297814, -73.95963615979834 40.81154515345964, -73.95289879516744 40.81154515345964, -73.95289879516744 40.80644569297814, -73.95963615979834 40.80644569297814))","[13, 24]"
160,160,"POLYGON ((-73.95963615979834 40.81154515345964, -73.95963615979834 40.81664422204665, -73.95289879516744 40.81664422204665, -73.95289879516744 40.81154515345964, -73.95963615979834 40.81154515345964))","[13, 25]"
161,161,"POLYGON ((-73.95963615979834 40.81664422204665, -73.95963615979834 40.82174289872892, -73.95289879516744 40.82174289872892, -73.95289879516744 40.81664422204665, -73.95963615979834 40.81664422204665))","[13, 26]"
162,162,"POLYGON ((-73.95963615979834 40.82174289872892, -73.95963615979834 40.82684118349619, -73.95289879516744 40.82684118349619, -73.95289879516744 40.82174289872892, -73.95963615979834 40.82174289872892))","[13, 27]"
163,163,"POLYGON ((-73.95963615979834 40.82684118349619, -73.95963615979834 40.83193907633822, -73.95289879516744 40.83193907633822, -73.95289879516744 40.82684118349619, -73.95963615979834 40.82684118349619))","[13, 28]"
164,164,"POLYGON ((-73.95289879516744 40.75542953623459, -73.95289879516744 40.76053291509339, -73.94616143053653 40.76053291509339, -73.94616143053653 40.75542953623459, -73.95289879516744 40.75542953623459))","[14, 14]"
165,165,"POLYGON ((-73.95289879516744 40.76053291509339, -73.95289879516744 40.76563590216109, -73.94616143053653 40.76563590216109, -73.94616143053653 40.76053291509339, -73.95289879516744 40.76053291509339))","[14, 15]"
166,166,"POLYGON ((-73.95289879516744 40.76563590216109, -73.95289879516744 40.77073849742729, -73.94616143053653 40.77073849742729, -73.94616143053653 40.76563590216109, -73.95289879516744 40.76563590216109))","[14, 16]"
167,167,"POLYGON ((-73.95289879516744 40.77073849742729, -73.95289879516744 40.77584070088161, -73.94616143053653 40.77584070088161, -73.94616143053653 40.77073849742729, -73.95289879516744 40.77073849742729))","[14, 17]"
168,168,"POLYGON ((-73.95289879516744 40.77584070088161, -73.95289879516744 40.78094251251368, -73.94616143053653 40.78094251251368, -73.94616143053653 40.77584070088161, -73.95289879516744 40.77584070088161))","[14, 18]"
169,169,"POLYGON ((-73.95289879516744 40.78094251251368, -73.95289879516744 40.78604393231313, -73.94616143053653 40.78604393231313, -73.94616143053653 40.78094251251368, -73.95289879516744 40.78094251251368))","[14, 19]"
170,170,"POLYGON ((-73.95289879516744 40.78604393231313, -73.95289879516744 40.79114496026963, -73.94616143053653 40.79114496026963, -73.94616143053653 40.78604393231313, -73.95289879516744 40.78604393231313))","[14, 20]"
171,171,"POLYGON ((-73.95289879516744 40.79114496026963, -73.95289879516744 40.79624559637284, -73.94616143053653 40.79624559637284, -73.94616143053653 40.79114496026963, -73.95289879516744 40.79114496026963))","[14, 21]"
172,172,"POLYGON ((-73.95289879516744 40.79624559637284, -73.95289879516744 40.80134584061246, -73.94616143053653 40.80134584061246, -73.94616143053653 40.79624559637284, -73.95289879516744 40.79624559637284))","[14, 22]"
173,173,"POLYGON ((-73.95289879516744 40.80134584061246, -73.95289879516744 40.80644569297814, -73.94616143053653 40.80644569297814, -73.94616143053653 40.80134584061246, -73.95289879516744 40.80134584061246))","[14, 23]"
174,174,"POLYGON ((-73.95289879516744 40.80644569297814, -73.95289879516744 40.81154515345964, -73.94616143053653 40.81154515345964, -73.94616143053653 40.80644569297814, -73.95289879516744 40.80644569297814))","[14, 24]"
175,175,"POLYGON ((-73.95289879516744 40.81154515345964, -73.95289879516744 40.81664422204665, -73.94616143053653 40.81664422204665, -73.94616143053653 40.81154515345964, -73.95289879516744 40.81154515345964))","[14, 25]"
176,176,"POLYGON ((-73.95289879516744 40.81664422204665, -73.95289879516744 40.82174289872892, -73.94616143053653 40.82174289872892, -73.94616143053653 40.81664422204665, -73.95289879516744 40.81664422204665))","[14, 26]"
177,177,"POLYGON ((-73.95289879516744 40.82174289872892, -73.95289879516744 40.82684118349619, -73.94616143053653 40.82684118349619, -73.94616143053653 40.82174289872892, -73.95289879516744 40.82174289872892))","[14, 27]"
178,178,"POLYGON ((-73.95289879516744 40.82684118349619, -73.95289879516744 40.83193907633822, -73.94616143053653 40.83193907633822, -73.94616143053653 40.82684118349619, -73.95289879516744 40.82684118349619))","[14, 28]"
179,179,"POLYGON ((-73.95289879516744 40.83193907633822, -73.95289879516744 40.83703657724479, -73.94616143053653 40.83703657724479, -73.94616143053653 40.83193907633822, -73.95289879516744 40.83193907633822))","[14, 29]"
180,180,"POLYGON ((-73.95289879516744 40.83703657724479, -73.95289879516744 40.84213368620568, -73.94616143053653 40.84213368620568, -73.94616143053653 40.83703657724479, -73.95289879516744 40.83703657724479))","[14, 30]"
181,181,"POLYGON ((-73.95289879516744 40.84213368620568, -73.95289879516744 40.84723040321068, -73.94616143053653 40.84723040321068, -73.94616143053653 40.84213368620568, -73.95289879516744 40.84213368620568))","[14, 31]"
182,182,"POLYGON ((-73.95289879516744 40.84723040321068, -73.95289879516744 40.85232672824964, -73.94616143053653 40.85232672824964, -73.94616143053653 40.84723040321068, -73.95289879516744 40.84723040321068))","[14, 32]"
183,183,"POLYGON ((-73.94616143053653 40.76053291509339, -73.94616143053653 40.76563590216109, -73.93942406590565 40.76563590216109, -73.93942406590565 40.76053291509339, -73.94616143053653 40.76053291509339))","[15, 15]"
184,184,"POLYGON ((-73.94616143053653 40.76563590216109, -73.94616143053653 40.77073849742729, -73.93942406590565 40.77073849742729, -73.93942406590565 40.76563590216109, -73.94616143053653 40.76563590216109))","[15, 16]"
185,185,"POLYGON ((-73.94616143053653 40.77073849742729, -73.94616143053653 40.77584070088161, -73.93942406590565 40.77584070088161, -73.93942406590565 40.77073849742729, -73.94616143053653 40.77073849742729))","[15, 17]"
186,186,"POLYGON ((-73.94616143053653 40.77584070088161, -73.94616143053653 40.78094251251368, -73.93942406590565 40.78094251251368, -73.93942406590565 40.77584070088161, -73.94616143053653 40.77584070088161))","[15, 18]"
187,187,"POLYGON ((-73.94616143053653 40.78094251251368, -73.94616143053653 40.78604393231313, -73.93942406590565 40.78604393231313, -73.93942406590565 40.78094251251368, -73.94616143053653 40.78094251251368))","[15, 19]"
188,188,"POLYGON ((-73.94616143053653 40.78604393231313, -73.94616143053653 40.79114496026963, -73.93942406590565 40.79114496026963, -73.93942406590565 40.78604393231313, -73.94616143053653 40.78604393231313))","[15, 20]"
189,189,"POLYGON ((-73.94616143053653 40.79114496026963, -73.94616143053653 40.79624559637284, -73.93942406590565 40.79624559637284, -73.93942406590565 40.79114496026963, -73.94616143053653 40.79114496026963))","[15, 21]"
190,190,"POLYGON ((-73.94616143053653 40.79624559637284, -73.94616143053653 40.80134584061246, -73.93942406590565 40.80134584061246, -73.93942406590565 40.79624559637284, -73.94616143053653 40.79624559637284))","[15, 22]"
191,191,"POLYGON ((-73.94616143053653 40.80134584061246, -73.94616143053653 40.80644569297814, -73.93942406590565 40.80644569297814, -73.93942406590565 40.80134584061246, -73.94616143053653 40.80134584061246))","[15, 23]"
192,192,"POLYGON ((-73.94616143053653 40.80644569297814, -73.94616143053653 40.81154515345964, -73.93942406590565 40.81154515345964, -73.93942406590565 40.80644569297814, -73.94616143053653 40.80644569297814))","[15, 24]"
193,193,"POLYGON ((-73.94616143053653 40.81154515345964, -73.94616143053653 40.81664422204665, -73.93942406590565 40.81664422204665, -73.93942406590565 40.81154515345964, -73.94616143053653 40.81154515345964))","[15, 25]"
194,194,"POLYGON ((-73.94616143053653 40.81664422204665, -73.94616143053653 40.82174289872892, -73.93942406590565 40.82174289872892, -73.93942406590565 40.81664422204665, -73.94616143053653 40.81664422204665))","[15, 26]"
195,195,"POLYGON ((-73.94616143053653 40.82174289872892, -73.94616143053653 40.82684118349619, -73.93942406590565 40.82684118349619, -73.93942406590565 40.82174289872892, -73.94616143053653 40.82174289872892))","[15, 27]"
196,196,"POLYGON ((-73.94616143053653 40.82684118349619, -73.94616143053653 40.83193907633822, -73.93942406590565 40.83193907633822, -73.93942406590565 40.82684118349619, -73.94616143053653 40.82684118349619))","[15, 28]"
197,197,"POLYGON ((-73.94616143053653 40.83193907633822, -73.94616143053653 40.83703657724479, -73.93942406590565 40.83703657724479, -73.93942406590565 40.83193907633822, -73.94616143053653 40.83193907633822))","[15, 29]"
198,198,"POLYGON ((-73.94616143053653 40.83703657724479, -73.94616143053653 40.84213368620568, -73.93942406590565 40.84213368620568, -73.93942406590565 40.83703657724479, -73.94616143053653 40.83703657724479))","[15, 30]"
199,199,"POLYGON ((-73.94616143053653 40.84213368620568, -73.94616143053653 40.84723040321068, -73.93942406590565 40.84723040321068, -73.93942406590565 40.84213368620568, -73.94616143053653 40.84213368620568))","[15, 31]"
200,200,"POLYGON ((-73.94616143053653 40.84723040321068, -73.94616143053653 40.85232672824964, -73.93942406590565 40.85232672824964, -73.93942406590565 40.84723040321068, -73.94616143053653 40.84723040321068))","[15, 32]"
201,201,"POLYGON ((-73.94616143053653 40.85232672824964, -73.94616143053653 40.85742266131236, -73.93942406590565 40.85742266131236, -73.93942406590565 40.85232672824964, -73.94616143053653 40.85232672824964))","[15, 33]"
202,202,"POLYGON ((-73.94616143053653 40.85742266131236, -73.94616143053653 40.86251820238868, -73.93942406590565 40.86251820238868, -73.93942406590565 40.85742266131236, -73.94616143053653 40.85742266131236))","[15, 34]"
203,203,"POLYGON ((-73.93942406590565 40.77584070088161, -73.93942406590565 40.78094251251368, -73.93268670127476 40.78094251251368, -73.93268670127476 40.77584070088161, -73.93942406590565 40.77584070088161))","[16, 18]"
204,204,"POLYGON ((-73.93942406590565 40.78094251251368, -73.93942406590565 40.78604393231313, -73.93268670127476 40.78604393231313, -73.93268670127476 40.78094251251368, -73.93942406590565 40.78094251251368))","[16, 19]"
205,205,"POLYGON ((-73.93942406590565 40.78604393231313, -73.93942406590565 40.79114496026963, -73.93268670127476 40.79114496026963, -73.93268670127476 40.78604393231313, -73.93942406590565 40.78604393231313))","[16, 20]"
206,206,"POLYGON ((-73.93942406590565 40.79114496026963, -73.93942406590565 40.79624559637284, -73.93268670127476 40.79624559637284, -73.93268670127476 40.79114496026963, -73.93942406590565 40.79114496026963))","[16, 21]"
207,207,"POLYGON ((-73.93942406590565 40.79624559637284, -73.93942406590565 40.80134584061246, -73.93268670127476 40.80134584061246, -73.93268670127476 40.79624559637284, -73.93942406590565 40.79624559637284))","[16, 22]"
208,208,"POLYGON ((-73.93942406590565 40.80134584061246, -73.93942406590565 40.80644569297814, -73.93268670127476 40.80644569297814, -73.93268670127476 40.80134584061246, -73.93942406590565 40.80134584061246))","[16, 23]"
209,209,"POLYGON ((-73.93942406590565 40.80644569297814, -73.93942406590565 40.81154515345964, -73.93268670127476 40.81154515345964, -73.93268670127476 40.80644569297814, -73.93942406590565 40.80644569297814))","[16, 24]"
210,210,"POLYGON ((-73.93942406590565 40.81154515345964, -73.93942406590565 40.81664422204665, -73.93268670127476 40.81664422204665, -73.93268670127476 40.81154515345964, -73.93942406590565 40.81154515345964))","[16, 25]"
211,211,"POLYGON ((-73.93942406590565 40.81664422204665, -73.93942406590565 40.82174289872892, -73.93268670127476 40.82174289872892, -73.93268670127476 40.81664422204665, -73.93942406590565 40.81664422204665))","[16, 26]"
212,212,"POLYGON ((-73.93942406590565 40.82174289872892, -73.93942406590565 40.82684118349619, -73.93268670127476 40.82684118349619, -73.93268670127476 40.82174289872892, -73.93942406590565 40.82174289872892))","[16, 27]"
213,213,"POLYGON ((-73.93942406590565 40.82684118349619, -73.93942406590565 40.83193907633822, -73.93268670127476 40.83193907633822, -73.93268670127476 40.82684118349619, -73.93942406590565 40.82684118349619))","[16, 28]"
214,214,"POLYGON ((-73.93942406590565 40.83193907633822, -73.93942406590565 40.83703657724479, -73.93268670127476 40.83703657724479, -73.93268670127476 40.83193907633822, -73.93942406590565 40.83193907633822))","[16, 29]"
215,215,"POLYGON ((-73.93942406590565 40.83703657724479, -73.93942406590565 40.84213368620568, -73.93268670127476 40.84213368620568, -73.93268670127476 40.83703657724479, -73.93942406590565 40.83703657724479))","[16, 30]"
216,216,"POLYGON ((-73.93942406590565 40.84213368620568, -73.93942406590565 40.84723040321068, -73.93268670127476 40.84723040321068, -73.93268670127476 40.84213368620568, -73.93942406590565 40.84213368620568))","[16, 31]"
217,217,"POLYGON ((-73.93942406590565 40.84723040321068, -73.93942406590565 40.85232672824964, -73.93268670127476 40.85232672824964, -73.93268670127476 40.84723040321068, -73.93942406590565 40.84723040321068))","[16, 32]"
218,218,"POLYGON ((-73.93942406590565 40.85232672824964, -73.93942406590565 40.85742266131236, -73.93268670127476 40.85742266131236, -73.93268670127476 40.85232672824964, -73.93942406590565 40.85232672824964))","[16, 33]"
219,219,"POLYGON ((-73.93942406590565 40.85742266131236, -73.93942406590565 40.86251820238868, -73.93268670127476 40.86251820238868, -73.93268670127476 40.85742266131236, -73.93942406590565 40.85742266131236))","[16, 34]"
220,220,"POLYGON ((-73.93942406590565 40.86251820238868, -73.93942406590565 40.86761335146846, -73.93268670127476 40.86761335146846, -73.93268670127476 40.86251820238868, -73.93942406590565 40.86251820238868))","[16, 35]"
221,221,"POLYGON ((-73.93942406590565 40.86761335146846, -73.93942406590565 40.87270810854157, -73.93268670127476 40.87270810854157, -73.93268670127476 40.86761335146846, -73.93942406590565 40.86761335146846))","[16, 36]"
222,222,"POLYGON ((-73.93268670127476 40.77584070088161, -73.93268670127476 40.78094251251368, -73.92594933664385 40.78094251251368, -73.92594933664385 40.77584070088161, -73.93268670127476 40.77584070088161))","[17, 18]"
223,223,"POLYGON ((-73.93268670127476 40.78094251251368, -73.93268670127476 40.78604393231313, -73.92594933664385 40.78604393231313, -73.92594933664385 40.78094251251368, -73.93268670127476 40.78094251251368))","[17, 19]"
224,224,"POLYGON ((-73.93268670127476 40.78604393231313, -73.93268670127476 40.79114496026963, -73.92594933664385 40.79114496026963, -73.92594933664385 40.78604393231313, -73.93268670127476 40.78604393231313))","[17, 20]"
225,225,"POLYGON ((-73.93268670127476 40.79114496026963, -73.93268670127476 40.79624559637284, -73.92594933664385 40.79624559637284, -73.92594933664385 40.79114496026963, -73.93268670127476 40.79114496026963))","[17, 21]"
226,226,"POLYGON ((-73.93268670127476 40.79624559637284, -73.93268670127476 40.80134584061246, -73.92594933664385 40.80134584061246, -73.92594933664385 40.79624559637284, -73.93268670127476 40.79624559637284))","[17, 22]"
227,227,"POLYGON ((-73.93268670127476 40.80134584061246, -73.93268670127476 40.80644569297814, -73.92594933664385 40.80644569297814, -73.92594933664385 40.80134584061246, -73.93268670127476 40.80134584061246))","[17, 23]"
228,228,"POLYGON ((-73.93268670127476 40.80644569297814, -73.93268670127476 40.81154515345964, -73.92594933664385 40.81154515345964, -73.92594933664385 40.80644569297814, -73.93268670127476 40.80644569297814))","[17, 24]"
229,229,"POLYGON ((-73.93268670127476 40.83703657724479, -73.93268670127476 40.84213368620568, -73.92594933664385 40.84213368620568, -73.92594933664385 40.83703657724479, -73.93268670127476 40.83703657724479))","[17, 30]"
230,230,"POLYGON ((-73.93268670127476 40.84213368620568, -73.93268670127476 40.84723040321068, -73.92594933664385 40.84723040321068, -73.92594933664385 40.84213368620568, -73.93268670127476 40.84213368620568))","[17, 31]"
231,231,"POLYGON ((-73.93268670127476 40.84723040321068, -73.93268670127476 40.85232672824964, -73.92594933664385 40.85232672824964, -73.92594933664385 40.84723040321068, -73.93268670127476 40.84723040321068))","[17, 32]"
232,232,"POLYGON ((-73.93268670127476 40.85232672824964, -73.93268670127476 40.85742266131236, -73.92594933664385 40.85742266131236, -73.92594933664385 40.85232672824964, -73.93268670127476 40.85232672824964))","[17, 33]"
233,233,"POLYGON ((-73.93268670127476 40.85742266131236, -73.93268670127476 40.86251820238868, -73.92594933664385 40.86251820238868, -73.92594933664385 40.85742266131236, -73.93268670127476 40.85742266131236))","[17, 34]"
234,234,"POLYGON ((-73.93268670127476 40.86251820238868, -73.93268670127476 40.86761335146846, -73.92594933664385 40.86761335146846, -73.92594933664385 40.86251820238868, -73.93268670127476 40.86251820238868))","[17, 35]"
235,235,"POLYGON ((-73.93268670127476 40.86761335146846, -73.93268670127476 40.87270810854157, -73.92594933664385 40.87270810854157, -73.92594933664385 40.86761335146846, -73.93268670127476 40.86761335146846))","[17, 36]"
236,236,"POLYGON ((-73.93268670127476 40.87270810854157, -73.93268670127476 40.87780247359788, -73.92594933664385 40.87780247359788, -73.92594933664385 40.87270810854157, -73.93268670127476 40.87270810854157))","[17, 37]"
237,237,"POLYGON ((-73.92594933664385 40.78094251251368, -73.92594933664385 40.78604393231313, -73.91921197201296 40.78604393231313, -73.91921197201296 40.78094251251368, -73.92594933664385 40.78094251251368))","[18, 19]"
238,238,"POLYGON ((-73.92594933664385 40.78604393231313, -73.92594933664385 40.79114496026963, -73.91921197201296 40.79114496026963, -73.91921197201296 40.78604393231313, -73.92594933664385 40.78604393231313))","[18, 20]"
239,239,"POLYGON ((-73.92594933664385 40.79114496026963, -73.92594933664385 40.79624559637284, -73.91921197201296 40.79624559637284, -73.91921197201296 40.79114496026963, -73.92594933664385 40.79114496026963))","[18, 21]"
240,240,"POLYGON ((-73.92594933664385 40.79624559637284, -73.92594933664385 40.80134584061246, -73.91921197201296 40.80134584061246, -73.91921197201296 40.79624559637284, -73.92594933664385 40.79624559637284))","[18, 22]"
241,241,"POLYGON ((-73.92594933664385 40.80134584061246, -73.92594933664385 40.80644569297814, -73.91921197201296 40.80644569297814, -73.91921197201296 40.80134584061246, -73.92594933664385 40.80134584061246))","[18, 23]"
242,242,"POLYGON ((-73.92594933664385 40.84723040321068, -73.92594933664385 40.85232672824964, -73.91921197201296 40.85232672824964, -73.91921197201296 40.84723040321068, -73.92594933664385 40.84723040321068))","[18, 32]"
243,243,"POLYGON ((-73.92594933664385 40.85232672824964, -73.92594933664385 40.85742266131236, -73.91921197201296 40.85742266131236, -73.91921197201296 40.85232672824964, -73.92594933664385 40.85232672824964))","[18, 33]"
244,244,"POLYGON ((-73.92594933664385 40.85742266131236, -73.92594933664385 40.86251820238868, -73.91921197201296 40.86251820238868, -73.91921197201296 40.85742266131236, -73.92594933664385 40.85742266131236))","[18, 34]"
245,245,"POLYGON ((-73.92594933664385 40.86251820238868, -73.92594933664385 40.86761335146846, -73.91921197201296 40.86761335146846, -73.91921197201296 40.86251820238868, -73.92594933664385 40.86251820238868))","[18, 35]"
246,246,"POLYGON ((-73.92594933664385 40.86761335146846, -73.92594933664385 40.87270810854157, -73.91921197201296 40.87270810854157, -73.91921197201296 40.86761335146846, -73.92594933664385 40.86761335146846))","[18, 36]"
247,247,"POLYGON ((-73.92594933664385 40.87270810854157, -73.92594933664385 40.87780247359788, -73.91921197201296 40.87780247359788, -73.91921197201296 40.87270810854157, -73.92594933664385 40.87270810854157))","[18, 37]"
248,248,"POLYGON ((-73.91921197201296 40.78604393231313, -73.91921197201296 40.79114496026963, -73.91247460738207 40.79114496026963, -73.91247460738207 40.78604393231313, -73.91921197201296 40.78604393231313))","[19, 20]"
249,249,"POLYGON ((-73.91921197201296 40.79114496026963, -73.91921197201296 40.79624559637284, -73.91247460738207 40.79624559637284, -73.91247460738207 40.79114496026963, -73.91921197201296 40.79114496026963))","[19, 21]"
250,250,"POLYGON ((-73.91921197201296 40.79624559637284, -73.91921197201296 40.80134584061246, -73.91247460738207 40.80134584061246, -73.91247460738207 40.79624559637284, -73.91921197201296 40.79624559637284))","[19, 22]"
251,251,"POLYGON ((-73.91921197201296 40.85742266131236, -73.91921197201296 40.86251820238868, -73.91247460738207 40.86251820238868, -73.91247460738207 40.85742266131236, -73.91921197201296 40.85742266131236))","[19, 34]"
252,252,"POLYGON ((-73.91921197201296 40.86251820238868, -73.91921197201296 40.86761335146846, -73.91247460738207 40.86761335146846, -73.91247460738207 40.86251820238868, -73.91921197201296 40.86251820238868))","[19, 35]"
